Unnamed: 0,Composition,ElemSortAMU,GBTPredict,AWEMLPredict,lnPeqo,dH,dS,Al,Ti,V,Cr,Zr,Nb,Mo,Pd,Hf,Ta
450,Zr1 Ti1 Pd1 Nb1 Hf1,TiZrNbPdHf,SS,SS,-10.2193415894634,51.4409224850725,107.37151836379,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0
451,Zr1 Mo1 V1 Pd1 Nb1,VZrNbMoPd,SS,SS,-2.41561094009916,33.675503935816,98.2882675623071,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0
452,Zr1 Mo1 V1 Pd1 Hf1,VZrMoPdHf,SS,SS,-3.94395459353298,42.2080656656629,108.588301012909,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0
453,Zr1 Mo1 V1 Nb1 Hf1,VZrNbMoHf,SS,SS,-7.05380701772162,51.0060321913232,94.6426002042369,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0
454,Zr1 Mo1 Pd1 Nb1 Hf1,ZrNbMoPdHf,SS,SS,-3.48418627182841,40.5430954296226,105.949868298873,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
455,Zr1 V1 Pd1 Nb1 Hf1,VZrNbPdHf,SS,SS,-8.1604196911275,47.8455820546488,108.53779696667,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0
456,Ti1 Mo1 V1 Pd1 Nb1,TiVNbMoPd,SS,SS,-3.7530687448454,36.4074591385742,98.2348539980379,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0
457,Ti1 Mo1 V1 Pd1 Hf1,TiVMoPdHf,SS,SS,-4.87973501628111,41.7707696709604,108.044737059542,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0
458,Ti1 Mo1 V1 Nb1 Hf1,TiVNbMoHf,SS,SS,-5.66948003209622,46.2338592796681,92.687306282046,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0
459,Ti1 Mo1 Pd1 Nb1 Hf1,TiNbMoPdHf,SS,SS,-2.81406284046295,37.1422705212331,104.94738157129,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0
460,Ti1 V1 Pd1 Nb1 Hf1,TiVNbPdHf,SS,SS,-5.69255697943626,41.7051798788648,104.005149634895,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0
461,Mo1 V1 Pd1 Nb1 Hf1,VNbMoPdHf,SS,SS,-2.87806842695665,36.6087627196525,102.506637523414,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0
462,Al1 Cr1 Ta1 Zr1 Ti1 Mo1,AlTiCrZrMoTa,SS,SS,-7.34461507104244,43.8008790959295,82.5824549890804,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
463,Al1 Cr1 Ta1 Zr1 Ti1 V1,AlTiVCrZrTa,SS,SS,-8.19651003966922,48.2699359108999,85.0734945593344,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
464,Al1 Cr1 Ta1 Zr1 Ti1 Pd1,AlTiCrZrPdTa,SS,SS,-6.51814655930209,45.8335863645536,97.8591617006139,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
465,Al1 Cr1 Ta1 Zr1 Ti1 Nb1,AlTiCrZrNbTa,SS,SS+IM,-8.9674245586971,49.0521886409692,85.9404704179104,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
466,Al1 Cr1 Ta1 Zr1 Ti1 Hf1,AlTiCrZrHfTa,SS,SS,-10.8919046307607,49.0958612401148,84.2418567752354,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
467,Al1 Cr1 Ta1 Zr1 Mo1 V1,AlVCrZrMoTa,SS,SS,-4.58488744803548,38.1187435247424,79.4473513128138,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
468,Al1 Cr1 Ta1 Zr1 Mo1 Pd1,AlCrZrMoPdTa,SS,SS,-2.80103910969575,36.4853324756036,89.1041410671469,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
469,Al1 Cr1 Ta1 Zr1 Mo1 Nb1,AlCrZrNbMoTa,SS+IM,SS+IM,-4.63758597796107,38.3799479929413,79.859090373577,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
470,Al1 Cr1 Ta1 Zr1 Mo1 Hf1,AlCrZrMoHfTa,SS,SS,-6.92498623608569,42.901446143681,85.1192469604715,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
471,Al1 Cr1 Ta1 Zr1 V1 Pd1,AlVCrZrPdTa,SS,SS,-4.65503103940394,41.1916677052536,96.3494365228575,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
472,Al1 Cr1 Ta1 Zr1 V1 Nb1,AlVCrZrNbTa,SS,SS,-7.82621538234341,47.5489691389076,85.461101665158,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
473,Al1 Cr1 Ta1 Zr1 V1 Hf1,AlVCrZrHfTa,SS,SS,-9.31570433773089,48.899589846805,86.6200416910093,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
474,Al1 Cr1 Ta1 Zr1 Pd1 Nb1,AlCrZrNbPdTa,SS,SS+IM,-4.67297697176018,42.4916135848745,97.7497693378624,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
475,Al1 Cr1 Ta1 Zr1 Pd1 Hf1,AlCrZrPdHfTa,SS,SS,-6.53786141476589,44.8839173723736,98.3442436803855,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
476,Al1 Cr1 Ta1 Zr1 Nb1 Hf1,AlCrZrNbHfTa,SS,SS+IM,-9.23428960277096,49.0132577096334,88.6150972576536,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
477,Al1 Cr1 Ta1 Ti1 Mo1 V1,AlTiVCrMoTa,SS,SS,-4.481557892874,36.8678707695699,78.2775734642954,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
478,Al1 Cr1 Ta1 Ti1 Mo1 Pd1,AlTiCrMoPdTa,SS,SS,-4.29778393986129,38.3208400656434,85.9036582135055,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
479,Al1 Cr1 Ta1 Ti1 Mo1 Nb1,AlTiCrNbMoTa,SS,SS+IM,-4.83010087783306,37.2758459452867,78.4629481080677,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
480,Al1 Cr1 Ta1 Ti1 Mo1 Hf1,AlTiCrMoHfTa,SS,SS,-7.04576470773406,43.2411999018255,82.7701238175938,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
481,Al1 Cr1 Ta1 Ti1 V1 Pd1,AlTiVCrPdTa,SS,SS,-4.83393168009235,40.9593889320947,97.8246015976435,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
482,Al1 Cr1 Ta1 Ti1 V1 Nb1,AlTiVCrNbTa,SS,SS,-5.96745834283043,43.9970257991823,92.3524117809758,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
483,Al1 Cr1 Ta1 Ti1 V1 Hf1,AlTiVCrHfTa,SS,SS,-8.04293885583083,47.1659074541006,84.001374724884,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
484,Al1 Cr1 Ta1 Ti1 Pd1 Nb1,AlTiCrNbPdTa,SS,SS+IM,-4.64389725314606,40.6477345808471,96.6372811351262,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
485,Al1 Cr1 Ta1 Ti1 Pd1 Hf1,AlTiCrPdHfTa,SS,SS,-7.03867349534446,45.9255179555729,97.9110851984122,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
486,Al1 Cr1 Ta1 Ti1 Nb1 Hf1,AlTiCrNbHfTa,SS,SS+IM,-8.5849377315433,49.0622223552077,85.7168771985024,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
487,Al1 Cr1 Ta1 Mo1 V1 Pd1,AlVCrMoPdTa,SS,SS,-4.19124095589513,36.7211701445363,87.2058611307781,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
488,Al1 Cr1 Ta1 Mo1 V1 Nb1,AlVCrNbMoTa,SS,SS,-4.38282910357545,35.8269245613001,81.0830670842888,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
489,Al1 Cr1 Ta1 Mo1 V1 Hf1,AlVCrMoHfTa,SS,SS,-5.53678995889339,36.8250005707062,79.5323249641818,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
490,Al1 Cr1 Ta1 Mo1 Pd1 Nb1,AlCrNbMoPdTa,SS,SS+IM,-3.86350939221098,38.8695490283889,86.9082720670043,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
491,Al1 Cr1 Ta1 Mo1 Pd1 Hf1,AlCrMoPdHfTa,SS,SS,-4.11864878238935,35.2615469015022,88.8755787858329,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
492,Al1 Cr1 Ta1 Mo1 Nb1 Hf1,AlCrNbMoHfTa,SS,SS+IM,-5.49306850719511,39.8202026653729,79.8914024296672,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
493,Al1 Cr1 Ta1 V1 Pd1 Nb1,AlVCrNbPdTa,SS,SS,-4.49809411295621,40.3175178955174,92.830378579367,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
494,Al1 Cr1 Ta1 V1 Pd1 Hf1,AlVCrPdHfTa,SS,SS,-5.13431753502813,40.0365942886564,96.1204242706843,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
495,Al1 Cr1 Ta1 V1 Nb1 Hf1,AlVCrNbHfTa,SS,SS,-7.44918259756245,45.8333039604543,85.1070892613173,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
496,Al1 Cr1 Ta1 Pd1 Nb1 Hf1,AlCrNbPdHfTa,SS,SS+IM,-3.89611504907438,41.3089561188659,97.5174874056191,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
497,Al1 Cr1 Zr1 Ti1 Mo1 V1,AlTiVCrZrMo,IM,IM,-3.38032336064094,36.6632832585519,85.4055829887522,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
498,Al1 Cr1 Zr1 Ti1 Mo1 Pd1,AlTiCrZrMoPd,SS+IM,SS,-2.20891574801739,33.7797303026969,88.0650910063251,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
499,Al1 Cr1 Zr1 Ti1 Mo1 Nb1,AlTiCrZrNbMo,SS+IM,SS+IM,-5.2580831293796,39.8900501937051,84.9687514475913,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
500,Al1 Cr1 Zr1 Ti1 Mo1 Hf1,AlTiCrZrMoHf,SS,SS,-9.40634987929363,46.5026783831184,86.9190608094462,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
501,Al1 Cr1 Zr1 Ti1 V1 Pd1,AlTiVCrZrPd,SS+IM,IM,-3.50639801792524,42.8572593570438,111.963907713422,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0
502,Al1 Cr1 Zr1 Ti1 V1 Nb1,AlTiVCrZrNb,IM,SS+IM,-7.49987428222062,47.3425272968779,91.4524192559961,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0
503,Al1 Cr1 Zr1 Ti1 V1 Hf1,AlTiVCrZrHf,SS,SS,-11.9241471548066,50.2408475603803,84.2170168816249,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0
504,Al1 Cr1 Zr1 Ti1 Pd1 Nb1,AlTiCrZrNbPd,SS+IM,SS+IM,-5.31358594671301,42.1976990751738,92.3370323541833,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
505,Al1 Cr1 Zr1 Ti1 Pd1 Hf1,AlTiCrZrPdHf,SS,SS,-9.17901161235213,47.4109803033307,95.5158294487827,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
506,Al1 Cr1 Zr1 Ti1 Nb1 Hf1,AlTiCrZrNbHf,SS,SS+IM,-11.2385919619463,50.3445545736387,86.3327830140344,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
507,Al1 Cr1 Zr1 Mo1 V1 Pd1,AlVCrZrMoPd,SS+IM,SS,-2.31443259547907,34.7937496522056,84.3363556180527,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
508,Al1 Cr1 Zr1 Mo1 V1 Nb1,AlVCrZrNbMo,SS+IM,IM,-4.1174743608866,37.7957215514937,79.8203870572461,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
509,Al1 Cr1 Zr1 Mo1 V1 Hf1,AlVCrZrMoHf,SS,SS,-7.4271315197469,43.7815081532674,84.8098761536314,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
510,Al1 Cr1 Zr1 Mo1 Pd1 Nb1,AlCrZrNbMoPd,SS+IM,IM,-2.76428556722903,34.1145124124914,84.8905984486505,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
511,Al1 Cr1 Zr1 Mo1 Pd1 Hf1,AlCrZrMoPdHf,SS,SS,-2.74771784610742,36.3628106490838,96.1817991713641,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
512,Al1 Cr1 Zr1 Mo1 Nb1 Hf1,AlCrZrNbMoHf,SS+IM,SS+IM,-7.90477867241484,44.6405804973897,87.7644761166927,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
513,Al1 Cr1 Zr1 V1 Pd1 Nb1,AlVCrZrNbPd,SS+IM,IM,-3.40377794184423,39.1366042855332,93.664939798392,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
514,Al1 Cr1 Zr1 V1 Pd1 Hf1,AlVCrZrPdHf,SS,SS,-7.01758294457386,46.0554577806905,96.0530481376059,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
515,Al1 Cr1 Zr1 V1 Nb1 Hf1,AlVCrZrNbHf,SS,SS,-9.59648351607044,49.391267396429,89.2086383776836,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
516,Al1 Cr1 Zr1 Pd1 Nb1 Hf1,AlCrZrNbPdHf,SS,SS+IM,-7.22147019750196,46.7586730238091,100.830314527915,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
517,Al1 Cr1 Ti1 Mo1 V1 Pd1,AlTiVCrMoPd,SS,SS,-2.49934585235884,32.0104078801266,79.3072279396267,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
518,Al1 Cr1 Ti1 Mo1 V1 Nb1,AlTiVCrNbMo,SS+IM,SS,-2.75886521884407,35.4316454435878,81.4938162341357,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
519,Al1 Cr1 Ti1 Mo1 V1 Hf1,AlTiVCrMoHf,SS,SS,-4.6553815768798,37.621664474987,83.6609272342248,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
520,Al1 Cr1 Ti1 Mo1 Pd1 Nb1,AlTiCrNbMoPd,SS+IM,SS+IM,-3.27665337940335,36.1829649597555,83.1345898200733,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
521,Al1 Cr1 Ti1 Mo1 Pd1 Hf1,AlTiCrMoPdHf,SS,SS,-3.42621475197415,37.3575298851808,91.4494973292664,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
522,Al1 Cr1 Ti1 Mo1 Nb1 Hf1,AlTiCrNbMoHf,SS+IM,SS+IM,-5.29445125766751,40.0765674876565,84.7713245651518,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
523,Al1 Cr1 Ti1 V1 Pd1 Nb1,AlTiVCrNbPd,SS+IM,SS,-2.57741370912839,35.8098474950896,93.9617236422298,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
524,Al1 Cr1 Ti1 V1 Pd1 Hf1,AlTiVCrPdHf,SS,SS,-4.73894866770871,42.6345854541552,97.2038443656223,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
525,Al1 Cr1 Ti1 V1 Nb1 Hf1,AlTiVCrNbHf,SS,SS,-6.90359102125975,47.9769479113702,87.9720204380532,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
526,Al1 Cr1 Ti1 Pd1 Nb1 Hf1,AlTiCrNbPdHf,SS,SS+IM,-5.55967558275252,44.8392318387607,97.8577928717835,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
527,Al1 Cr1 Mo1 V1 Pd1 Nb1,AlVCrNbMoPd,SS+IM,SS,-3.24550725852903,33.7468525884611,84.1020755006988,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
528,Al1 Cr1 Mo1 V1 Pd1 Hf1,AlVCrMoPdHf,SS,SS,-3.47011925557732,37.4490568414633,88.6779325015219,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
529,Al1 Cr1 Mo1 V1 Nb1 Hf1,AlVCrNbMoHf,SS+IM,SS,-4.55352929716983,37.0510334707579,80.0293728509191,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
530,Al1 Cr1 Mo1 Pd1 Nb1 Hf1,AlCrNbMoPdHf,SS,SS,-3.32950235641998,36.2234599182262,88.4441563928197,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
531,Al1 Cr1 V1 Pd1 Nb1 Hf1,AlVCrNbPdHf,SS,SS,-4.12255801616983,41.1210583909364,98.0248313090141,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
532,Al1 Ta1 Zr1 Ti1 Mo1 V1,AlTiVZrMoTa,SS,SS,-7.61333739138236,43.9364079876011,82.3547883426789,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
533,Al1 Ta1 Zr1 Ti1 Mo1 Pd1,AlTiZrMoPdTa,SS,SS,-2.98561945363337,36.6595564773216,91.4363269697806,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
534,Al1 Ta1 Zr1 Ti1 Mo1 Nb1,AlTiZrNbMoTa,SS,SS,-7.55760005891722,45.6542757141445,83.6378487894634,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
535,Al1 Ta1 Zr1 Ti1 Mo1 Hf1,AlTiZrMoHfTa,SS,SS,-9.25255759847968,47.6601546154584,82.6457245256974,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
536,Al1 Ta1 Zr1 Ti1 V1 Pd1,AlTiVZrPdTa,SS,SS,-8.00109680558705,47.2857708642345,94.397484016023,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
537,Al1 Ta1 Zr1 Ti1 V1 Nb1,AlTiVZrNbTa,SS,SS,-9.06394625148759,48.9439095625952,82.2257278799343,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
538,Al1 Ta1 Zr1 Ti1 V1 Hf1,AlTiVZrHfTa,SS,SS,-11.0033464700497,49.7810950386865,81.928963049557,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
539,Al1 Ta1 Zr1 Ti1 Pd1 Nb1,AlTiZrNbPdTa,SS,SS+IM,-8.49353451071811,49.6064230807582,95.6115245768435,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
540,Al1 Ta1 Zr1 Ti1 Pd1 Hf1,AlTiZrPdHfTa,SS,SS,-8.14052502717814,45.1137861489039,93.1686965399973,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
541,Al1 Ta1 Zr1 Ti1 Nb1 Hf1,AlTiZrNbHfTa,SS,SS,-11.3776403045097,50.8720123713933,81.7331450145847,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
542,Al1 Ta1 Zr1 Mo1 V1 Pd1,AlVZrMoPdTa,SS,SS,-2.62818419433452,36.0888404009227,87.0312558151919,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
543,Al1 Ta1 Zr1 Mo1 V1 Nb1,AlVZrNbMoTa,SS,SS,-5.94494568113763,40.89503376409,81.5576967608527,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
544,Al1 Ta1 Zr1 Mo1 V1 Hf1,AlVZrMoHfTa,SS,SS,-7.24523460245627,44.1285579377788,83.6253685737418,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
545,Al1 Ta1 Zr1 Mo1 Pd1 Nb1,AlZrNbMoPdTa,SS,SS+IM,-2.28206762488872,35.5852200933666,88.8758107983656,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
546,Al1 Ta1 Zr1 Mo1 Pd1 Hf1,AlZrMoPdHfTa,SS,SS,-2.34537636724994,35.3796824921496,93.3712870697421,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
547,Al1 Ta1 Zr1 Mo1 Nb1 Hf1,AlZrNbMoHfTa,SS,SS,-7.13952840261495,46.4313029600754,84.9436010194975,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
548,Al1 Ta1 Zr1 V1 Pd1 Nb1,AlVZrNbPdTa,SS,SS,-5.6020676955659,44.1815867024491,94.235734882347,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
